Voltage_measured,Current_measured,Temperature_measured,Time,Battery,Current_charge,Voltage_charge,Cycle,Capacity,SOC,SOH,SOC_Bin,Operation_Type
0.5016388892723765,0.8747935056513223,0.3757946210234723,0.2604697176589966,6314,0.8799501661129568,0.9191396136227844,0.8678915471878066,0.1321084528121932,50.163888927237664,68.387475,"(50.0, 60.0]",Charging
0.469961565066287,0.9961792426309772,0.3392599705863032,0.0495029160820745,4636,1.0,0.9336785500896236,0.7016688353074393,0.2983311646925608,46.99615650662871,74.44205500000001,"(40.0, 50.0]",Charging
0.4993819769187034,0.8224532010993906,0.0562886247180256,0.2881053226158139,7128,0.8267774086378737,0.8854809798844852,0.1646915997897569,0.8353084002102429,49.93819769187034,94.001185,"(40.0, 50.0]",Charging
0.50186011978823,0.8147940383663306,0.33527232088372,0.3656310401239619,820,0.8194684385382061,0.8888667596096396,0.0053936216840832,0.9946063783159168,50.18601197882301,99.803535,"(50.0, 60.0]",Charging
0.4992513062786892,0.7520365257826742,0.6201629955717072,0.8086894504074719,1018,0.7553156146179402,0.8400716988647681,0.8665640068409989,0.133435993159001,49.92513062786893,68.43583,"(40.0, 50.0]",Charging
0.4992441340994183,0.7636036699777224,0.341660015844535,0.4560393359816252,1233,0.7676744186046511,0.8476399123680544,0.2448115629848641,0.7551884370151358,49.92441340994184,91.082855,"(40.0, 50.0]",Charging
0.5002957001717105,0.8762501051038305,0.6617898435126266,0.3417865221059236,2344,0.879734219269103,0.9229237203744274,0.8171379405155952,0.182862059484405,50.029570017171054,70.23615000000001,"(50.0, 60.0]",Charging
0.5013666897905169,0.7508279762949328,0.3192859870265023,0.9484100681434362,5670,0.7548172757475083,0.846444931288588,0.748878811119053,0.2511211888809472,50.13666897905169,72.72245500000001,"(50.0, 60.0]",Charging
0.4434488136798641,0.9960650454880308,0.3362936425489353,0.0044988366081737,4568,1.0,0.8884684325831508,0.5816529284337563,0.4183470715662436,44.34488136798642,78.813575,"(40.0, 50.0]",Charging
0.5010732281025679,0.7617371612673726,0.0600970228142226,0.7468640921906566,3146,0.7654485049833887,0.8518223461461861,0.4333040352916257,0.5666959647083745,50.1073228102568,84.21711,"(50.0, 60.0]",Charging
0.4992105696145609,0.7838958094578503,0.6208361531661734,0.5074328504361436,1050,0.7881893687707642,0.8601872137024498,0.8743609556258898,0.1256390443741102,49.921056961456095,68.15183,"(40.0, 50.0]",Charging
0.5005192055444034,0.7651832508668028,0.3247395475649827,0.6260761709458084,4834,0.7691029900332226,0.8520215096594304,0.2282883459912495,0.7717116540087503,50.05192055444036,91.684705,"(50.0, 60.0]",Charging
0.2883753855563546,0.0799144829020066,0.6977512547725804,0.1403937055108807,2443,0.8341476929445436,0.8103813914828369,0.7976735716792857,0.2023264283207142,28.83753855563547,70.94513,"(20.0, 30.0]",Charging
0.5000784709494716,0.7501734168993784,0.3142085033002473,0.9703453165818708,6361,0.7533222591362126,0.8422624975104562,0.3717825403529848,0.6282174596470151,50.00784709494715,86.458,"(50.0, 60.0]",Charging
0.5004869621565434,0.7692192345337786,0.3179613328436331,0.555280684164792,2222,0.7735880398671097,0.8552081258713404,0.5941818564178154,0.4058181435821846,50.04869621565435,78.357215,"(50.0, 60.0]",Charging
0.4969666733821145,0.9925528008441096,0.385986844205799,0.1993780824245061,6175,0.9987541528239204,0.9798844851623184,0.3148029053517679,0.6851970946482322,49.696667338211455,88.533455,"(40.0, 50.0]",Charging
0.5012361092639964,0.7629350287240951,0.0432692229358477,0.6005664030852967,342,0.7666112956810631,0.8528181637124079,0.2294253552656378,0.7705746447343624,50.12361092639965,91.64329,"(50.0, 60.0]",Charging
0.4244920341758934,0.4130349772286213,0.3930549979312094,0.1008256278401378,1604,0.8341476929445436,0.8103813914828369,0.3098952202644895,0.6901047797355104,42.44920341758935,88.712215,"(40.0, 50.0]",Charging
0.5004772388801205,0.7797177652106394,0.3214832647215649,0.4663975116641896,6582,0.782890365448505,0.8593905596494722,0.5213903387293801,0.4786096612706199,50.04772388801205,81.00861,"(50.0, 60.0]",Charging
0.5013779056371426,0.7455738258218818,0.6183422719593046,0.8286185608252008,4236,0.7495681063122923,0.0023899621589324,0.8670382754686714,0.1329617245313286,50.13779056371427,68.418555,"(50.0, 60.0]",Charging
0.5001443724399162,0.7592027041682654,0.3128092201425987,0.6152515848111393,6660,0.7627906976744186,0.8476399123680544,0.9332059557158016,0.0667940442841983,50.014437243991615,66.00843,"(50.0, 60.0]",Charging
0.5011870103415077,0.9264377296467377,0.0648474209379988,0.1341169447952484,7441,0.931843853820598,0.9647480581557458,0.8217340221919281,0.1782659778080719,50.11870103415078,70.06874,"(50.0, 60.0]",Charging
0.4993926003760388,0.7668751514258353,0.3148337564601058,0.6447429413824844,3601,0.7710797342192691,0.8502290380402311,0.631732538300795,0.3682674616992052,49.93926003760388,76.98945,"(40.0, 50.0]",Charging
0.4991091717217991,0.7514046296611293,0.052860017560621,0.2384853879779794,3350,0.7553156146179402,0.8400716988647681,0.6609629973008555,0.3390370026991445,49.91091717217991,75.924745,"(40.0, 50.0]",Charging
0.4160399492716162,0.4155652765661589,0.4064981665065633,0.11615773916453,3720,0.8341476929445436,0.8103813914828369,0.1638678411690152,0.8361321588309847,41.60399492716162,94.03119,"(40.0, 50.0]",Charging
0.5008834353841369,0.7461933389811174,0.3108608912206251,0.9474092174943294,6342,0.7496677740863787,0.0023899621589324,0.0334252998084668,0.9665747001915336,50.0883435384137,98.782495,"(50.0, 60.0]",Charging
0.4970964044971308,0.9939541142248736,0.0785406539508645,0.06348182704602,7263,0.9991196013289037,0.9940250946026687,0.9623017526250528,0.0376982473749469,49.709640449713085,64.94863,"(40.0, 50.0]",Charging
0.4988506340504677,0.8296536710986662,0.3527227347532367,0.39451585975779,3571,0.8337541528239203,0.888070105556662,0.9552803806118983,0.0447196193881014,49.88506340504678,65.20438,"(40.0, 50.0]",Charging
0.5010822697809193,0.7596864631002698,0.0303753298328491,0.7294697367923623,4276,0.7634551495016612,0.8506273650667199,0.6450348467329892,0.3549651532670108,50.10822697809194,76.50492,"(50.0, 60.0]",Charging
0.5018855185283682,0.7838471211718148,0.3312683013538537,0.4851899892381749,5982,0.7881395348837209,0.866162119099781,0.1443887844186215,0.8556112155813789,50.18855185283682,94.740705,"(50.0, 60.0]",Charging
0.5011857362340102,0.749994381429918,0.0419438401511066,0.3462795355158248,3000,0.7536544850498339,0.8452499502091217,0.2962770530443722,0.7037229469556279,50.11857362340103,89.20825,"(50.0, 60.0]",Charging
0.5004923598940367,0.7912397340791788,0.3437796657685726,0.4899661210021777,6373,0.7946843853820598,0.8659629555865366,0.834130209868329,0.165869790131671,50.04923598940367,69.617215,"(50.0, 60.0]",Charging
0.4994010031902519,0.8486648006667097,0.6373768273918384,0.347385850755865,1345,0.8534551495016611,0.9006174068910575,0.904770703129665,0.0952292968703349,49.94010031902519,67.04417000000001,"(40.0, 50.0]",Charging
0.5010071921177482,0.7809005672380243,0.0173170535793725,0.5181302505260058,6693,0.7843853820598007,0.8625771758613822,0.8495220456667839,0.1504779543332159,50.10071921177484,69.056575,"(50.0, 60.0]",Charging
0.5010748284778751,0.8099697621818956,0.3490609902859597,0.4095129061022218,5316,0.8131229235880398,0.8797052380003983,0.5145199639638205,0.4854800360361795,50.10748284778752,81.25886,"(50.0, 60.0]",Charging
0.5012014651935297,0.764953041081929,0.3274873105411048,0.6074742875755963,2892,0.7687707641196013,0.8540131447918741,0.0952666343715583,0.9047333656284418,50.12014651935297,96.529955,"(50.0, 60.0]",Charging
0.5019533951081266,0.7707479799725367,0.3242199079951423,0.540010594523587,6207,0.7745681063122923,0.8585939055964948,0.4470549428194014,0.5529450571805985,50.19533951081267,83.71624,"(50.0, 60.0]",Charging
0.4964958022538953,0.9965073896494115,0.372668952730301,0.0947396461917161,5058,1.0,0.9776936865166302,0.2380674768263837,0.7619325231736165,49.64958022538953,91.328505,"(40.0, 50.0]",Charging
0.5017360739310459,0.7987082585230236,0.0546477842154651,0.4267428254731094,54,0.8032558139534884,0.8812985461063534,0.460184153497762,0.5398158465022378,50.17360739310461,83.238015,"(50.0, 60.0]",Charging
0.4987245658692397,0.7457040521690865,0.3124428474401935,0.8965587393866437,6664,0.7496677740863787,0.0005974905397331,0.017545880170506,0.9824541198294944,49.87245658692397,99.360895,"(40.0, 50.0]",Charging
0.5003341000833653,0.8316481571783149,0.3650953281111486,0.3257034030678272,4750,0.8352159468438538,0.889663413662617,0.9710523176636168,0.0289476823363832,50.03341000833653,64.629895,"(50.0, 60.0]",Charging
0.4966406923396294,0.9954468151847522,0.394047949455534,0.2688578961228314,4017,0.9985049833887044,0.9798844851623184,0.5113930855065841,0.4886069144934162,49.66406923396293,81.37275500000001,"(40.0, 50.0]",Charging
0.5001630301422606,0.7541564954108027,0.2947741637759896,0.7214021115286662,1549,0.7579734219269103,0.8444532961561443,0.3896429066091632,0.6103570933908371,50.01630301422606,85.807445,"(50.0, 60.0]",Charging
0.4873005735556917,0.9961259219039076,0.3829498321442438,0.2064606628629781,4105,1.0,0.9647480581557458,0.6357207874204467,0.3642792125795531,48.730057355569166,76.84418,"(40.0, 50.0]",Charging
0.4469871237070612,0.9937618542920198,0.6265305661631513,0.0160080644825852,1281,0.9991196013289037,0.9032065325632346,0.3842934859375577,0.6157065140624425,44.69871237070612,86.002295,"(40.0, 50.0]",Charging
0.501051022324762,0.7795671349743474,0.3464325926299949,0.4691256338389563,5489,0.7837209302325582,0.8625771758613822,0.0392569507807999,0.9607430492192004,50.1051022324762,98.57008,"(50.0, 60.0]",Charging
0.5002348212592608,0.7585308582843915,0.3214338974310804,0.7334153695646567,4592,0.7624584717607974,0.8476399123680544,0.4862462784326101,0.51375372156739,50.02348212592608,82.288715,"(50.0, 60.0]",Charging
0.5003110981218988,0.7584963479218506,0.3175345717078495,0.7803894462572871,4772,0.7621262458471761,0.8476399123680544,0.0380099880561177,0.9619900119438822,50.03110981218988,98.6155,"(50.0, 60.0]",Charging
0.4991192676449399,0.7506137243131218,0.3149473896415488,0.8815819355885871,3549,0.7554983388704319,0.8400716988647681,0.4759845054860732,0.5240154945139268,49.911926764494005,82.662495,"(40.0, 50.0]",Charging
0.4024355164683496,0.0883564059841566,0.7812272174624434,0.0843569761037202,4211,0.8341476929445436,0.8103813914828369,0.7682965080788332,0.2317034919211671,40.243551646834966,72.01517500000001,"(40.0, 50.0]",Charging
0.5018588818044906,0.755822021958963,0.0405343182217719,0.7491562139487412,7532,0.7598006644518273,0.8510256920932086,0.3540547771342397,0.6459452228657605,50.185888180449055,87.103725,"(50.0, 60.0]",Charging
0.3854625234964061,0.7451406163105726,0.7577377613815314,0.1338426074544147,2625,0.8341476929445436,0.8103813914828369,0.7058536553894144,0.2941463446105856,38.54625234964061,74.289625,"(30.0, 40.0]",Charging
0.4990280797371058,0.9884648590629252,0.3990107716372961,0.266200484212801,1491,0.9942857142857144,0.9964150567616014,0.8470068433325312,0.1529931566674689,49.90280797371058,69.14819000000001,"(40.0, 50.0]",Charging
0.4980185547456761,0.7456313779137625,0.0397298605272531,0.4298883692891178,3379,0.7496843853820598,0.0,0.0138825496736331,0.9861174503263668,49.80185547456762,99.49433,"(40.0, 50.0]",Charging
0.4689021401881301,0.5809274778670888,0.0086504146758709,0.002101342690874,3482,0.8341476929445436,0.8103813914828369,0.4800161319968521,0.5199838680031481,46.89021401881301,82.515645,"(40.0, 50.0]",Charging
0.4992573626989177,0.7589301364836964,0.0296191593866189,0.7335323881204167,7105,0.7633720930232558,0.8450507866958773,0.5624013284463303,0.4375986715536697,49.92573626989177,79.514805,"(40.0, 50.0]",Charging
0.5011918398808529,0.7854067786543487,0.3148630321071353,0.4841183358926135,2687,0.7893687707641196,0.8657637920732921,0.2881039838427454,0.7118960161572547,50.1191839880853,89.50595,"(50.0, 60.0]",Charging
0.5012260721346139,0.956720396072398,0.3624243839894748,0.2415095689474531,2515,0.959966777408638,0.9647480581557458,0.2253668237907419,0.7746331762092582,50.1226072134614,91.79112,"(50.0, 60.0]",Charging
